Date,Predictions
2023-02-20,85.94033813476562
2023-02-21,80.63430786132812
2023-02-22,78.67893981933594
2023-02-23,77.96588897705078
2023-02-24,77.7069320678711
2023-02-25,77.61302947998047
2023-02-26,77.57899475097656
2023-02-27,77.56666564941406
2023-02-28,77.56219482421875
2023-03-01,77.56057739257812
2023-03-02,77.55998229980469
2023-03-03,77.55978393554688
2023-03-04,77.55970001220703
2023-03-05,77.5596694946289
2023-03-06,77.55966186523438
