Date,Predictions
2023-02-22,110.1248550415039
2023-02-23,104.9500961303711
2023-02-24,102.28018188476562
2023-02-25,100.91505432128906
2023-02-26,100.22047424316406
2023-02-27,99.86799621582031
2023-02-28,99.68933868408203
2023-03-01,99.59886932373047
2023-03-02,99.55306243896484
2023-03-03,99.52987670898438
2023-03-04,99.51814270019531
2023-03-05,99.51219940185547
2023-03-06,99.50919342041016
2023-03-07,99.50767517089844
2023-03-08,99.50690460205078
