Date,Predictions
2023-02-22,133.07720947265625
2023-02-23,127.5853271484375
2023-02-24,125.43994140625
2023-02-25,124.60517120361328
2023-02-26,124.2808609008789
2023-02-27,124.15495300292969
2023-02-28,124.10606384277344
2023-03-01,124.08709716796875
2023-03-02,124.07974243164062
2023-03-03,124.0768814086914
2023-03-04,124.07576751708984
2023-03-05,124.07533264160156
2023-03-06,124.07516479492188
2023-03-07,124.07511138916016
2023-03-08,124.07508850097656
